,TF,Target,Label
426,12,240,1
427,12,575,1
428,12,542,1
429,12,216,1
430,12,294,1
431,12,39,1
432,12,94,1
433,12,664,1
434,12,52,1
435,12,333,1
436,12,574,1
437,12,340,1
438,12,626,1
439,12,139,1
440,12,299,1
441,12,171,1
442,12,473,1
443,12,553,1
444,12,202,1
445,12,367,1
446,12,448,1
447,12,341,1
448,12,118,1
449,12,43,1
450,12,79,1
451,12,41,1
452,12,410,1
453,12,445,1
454,12,97,1
455,12,534,1
456,12,4,1
457,12,397,1
458,12,61,1
459,12,101,1
460,12,18,1
461,12,440,1
462,12,180,1
463,12,476,1
464,12,560,1
465,12,51,1
466,12,489,1
467,12,544,1
468,12,218,1
469,12,649,1
470,12,80,1
471,12,103,1
472,12,19,1
473,12,269,1
474,12,372,1
475,12,87,1
476,12,671,1
477,12,498,1
478,12,610,1
479,12,677,1
480,12,138,1
481,12,275,1
482,12,102,1
483,12,584,1
484,12,627,1
485,12,389,1
486,12,357,1
487,12,355,1
488,12,393,1
489,12,462,1
490,12,168,1
491,12,513,1
492,12,651,1
493,12,455,1
494,12,395,1
495,12,120,1
496,12,313,1
497,12,659,1
498,12,295,1
499,12,515,1
500,12,519,1
501,12,637,1
502,12,479,1
503,12,682,1
504,12,3,1
505,12,58,1
506,12,666,1
507,12,289,1
508,12,600,1
509,12,219,1
510,12,368,1
511,12,454,1
512,12,347,1
513,12,428,1
514,12,105,1
515,12,499,1
516,12,641,1
517,12,558,1
518,12,241,1
519,12,108,1
520,12,377,1
521,12,582,1
522,12,446,1
523,12,124,1
524,12,510,1
525,12,342,1
526,12,337,1
527,12,21,1
528,12,215,1
529,12,106,1
530,12,492,1
531,12,604,1
532,12,402,1
533,12,417,1
534,12,688,1
535,12,494,1
536,12,545,1
537,12,316,1
538,12,387,1
539,12,391,1
540,12,447,1
541,12,62,1
542,12,203,1
543,12,8,1
544,12,614,1
545,12,297,1
546,12,384,1
547,12,561,1
548,12,442,1
549,12,262,1
550,12,511,1
551,12,524,1
552,12,619,1
553,12,40,1
554,12,199,1
555,12,153,1
556,12,83,1
557,12,580,1
558,12,332,1
559,12,25,1
560,12,537,1
561,12,589,1
562,12,31,1
563,12,661,1
564,12,690,1
565,12,301,1
566,12,84,1
567,12,164,1
568,12,32,1
569,12,246,1
570,12,354,1
571,12,383,1
572,12,242,1
573,12,112,1
574,12,36,1
575,12,142,1
576,12,425,1
577,12,28,1
578,12,373,1
579,12,81,1
580,12,179,1
581,12,236,1
582,12,359,1
583,12,427,1
584,12,267,1
585,12,535,1
586,12,231,1
587,12,270,1
588,12,33,1
589,12,667,1
590,12,548,1
591,12,421,1
592,12,465,1
593,12,89,1
594,12,23,1
595,12,412,1
596,12,351,1
597,12,212,1
598,12,639,1
599,12,211,1
600,12,334,1
601,12,132,1
602,12,107,1
603,12,438,1
604,12,674,1
605,12,206,1
606,12,265,1
607,12,200,1
608,12,14,1
609,12,444,1
610,12,477,1
611,12,188,1
612,12,669,1
613,12,629,1
614,12,221,1
615,12,603,1
616,12,532,1
617,12,458,1
618,12,588,1
619,12,624,1
620,12,157,1
621,12,252,1
622,12,429,1
623,12,156,1
624,12,623,1
625,12,27,1
626,47,472,1
627,47,384,1
628,47,459,1
629,47,176,1
630,47,669,1
631,47,541,1
632,47,263,1
633,47,570,1
634,47,241,1
635,47,210,1
636,47,578,1
637,47,386,1
638,47,323,1
639,47,325,1
640,47,524,1
641,47,423,1
642,47,510,1
643,47,650,1
644,47,95,1
645,47,98,1
646,47,14,1
647,47,531,1
648,47,92,1
649,47,357,1
650,47,6,1
651,47,216,1
652,47,45,1
653,47,221,1
654,47,646,1
655,47,480,1
656,47,79,1
657,47,604,1
658,47,588,1
659,47,118,1
660,47,676,1
661,47,505,1
662,47,153,1
663,47,585,1
664,47,246,1
665,47,149,1
666,47,596,1
667,47,473,1
668,47,457,1
669,47,498,1
670,47,558,1
671,47,582,1
672,47,440,1
673,47,316,1
674,47,309,1
675,47,634,1
676,47,375,1
677,47,638,1
678,47,628,1
679,47,175,1
680,47,448,1
681,47,168,1
682,47,331,1
683,47,8,1
684,47,450,1
685,47,351,1
686,47,333,1
687,47,486,1
688,47,106,1
689,47,615,1
690,47,438,1
691,47,121,1
692,47,307,1
693,47,665,1
694,47,206,1
695,47,366,1
696,47,286,1
697,47,67,1
698,47,658,1
699,47,656,1
700,47,431,1
701,47,262,1
702,47,27,1
703,47,105,1
704,47,397,1
705,47,610,1
706,47,600,1
707,47,536,1
708,47,194,1
709,47,142,1
710,47,671,1
711,47,577,1
712,47,335,1
713,47,88,1
714,47,186,1
715,47,182,1
716,47,410,1
717,47,543,1
718,47,145,1
719,47,597,1
720,47,208,1
721,47,602,1
722,47,346,1
723,47,222,1
724,47,455,1
725,47,236,1
726,47,441,1
727,47,436,1
728,47,680,1
729,47,655,1
730,47,137,1
731,47,274,1
732,47,171,1
733,47,332,1
734,47,314,1
735,47,169,1
736,47,297,1
737,47,214,1
738,47,127,1
739,47,689,1
740,47,260,1
741,47,140,1
742,121,561,1
743,121,411,1
744,121,10,1
745,121,310,1
746,121,578,1
747,121,281,1
748,121,22,1
749,121,518,1
750,121,485,1
751,121,8,1
752,121,201,1
753,121,637,1
754,121,47,1
755,121,23,1
756,121,205,1
757,121,496,1
758,121,422,1
759,121,185,1
760,121,374,1
761,121,180,1
762,121,447,1
763,121,645,1
764,121,626,1
765,121,272,1
766,121,288,1
767,121,583,1
768,121,427,1
769,121,463,1
770,121,634,1
771,121,445,1
772,121,387,1
773,121,439,1
774,121,91,1
775,121,370,1
776,121,442,1
777,121,145,1
778,121,558,1
779,121,80,1
780,121,514,1
781,121,179,1
782,121,318,1
783,121,132,1
784,121,322,1
785,121,114,1
786,121,136,1
787,121,0,1
788,121,588,1
789,121,119,1
790,121,536,1
791,121,108,1
792,121,6,1
793,121,255,1
794,121,397,1
795,121,311,1
796,121,122,1
797,121,280,1
798,121,339,1
799,121,312,1
800,121,638,1
801,121,527,1
802,121,210,1
803,121,532,1
804,121,581,1
805,121,511,1
806,121,405,1
807,121,654,1
808,121,278,1
809,121,295,1
810,121,175,1
811,121,74,1
812,121,469,1
813,121,437,1
814,121,433,1
815,121,323,1
816,121,624,1
817,121,622,1
818,121,580,1
819,121,386,1
820,121,372,1
821,121,215,1
822,121,126,1
823,121,500,1
824,121,530,1
825,121,271,1
826,121,483,1
827,121,393,1
828,121,683,1
829,121,164,1
830,121,54,1
831,121,417,1
832,121,230,1
833,121,428,1
834,121,690,1
835,121,167,1
836,121,224,1
837,121,279,1
838,121,148,1
839,121,93,1
840,121,412,1
841,121,520,1
842,121,118,1
843,121,476,1
844,121,33,1
845,121,410,1
846,121,563,1
847,121,389,1
848,121,298,1
849,121,4,1
850,121,152,1
851,121,691,1
852,121,240,1
853,121,233,1
854,121,153,1
855,121,356,1
856,121,97,1
857,121,269,1
858,121,653,1
859,121,641,1
860,121,78,1
861,121,524,1
862,121,570,1
863,121,55,1
864,121,250,1
865,121,44,1
866,121,665,1
867,121,57,1
868,121,646,1
869,121,231,1
870,121,63,1
871,121,332,1
872,121,13,1
873,121,534,1
874,121,196,1
875,121,435,1
876,121,236,1
877,121,367,1
878,121,377,1
879,121,396,1
880,121,392,1
881,121,71,1
882,121,459,1
883,121,364,1
884,121,663,1
885,121,577,1
886,121,163,1
887,121,488,1
888,121,43,1
889,121,497,1
890,121,246,1
891,121,452,1
892,121,245,1
893,121,381,1
894,121,517,1
895,121,35,1
896,121,46,1
897,121,1,1
898,121,446,1
899,121,2,1
900,121,519,1
901,121,669,1
902,121,465,1
903,121,273,1
904,121,52,1
905,121,143,1
906,121,247,1
907,121,562,1
908,121,101,1
909,121,214,1
910,121,383,1
911,121,321,1
912,121,291,1
913,121,618,1
914,121,268,1
915,121,640,1
916,121,472,1
917,121,551,1
918,121,416,1
919,121,661,1
920,121,334,1
921,121,149,1
922,121,83,1
923,121,548,1
924,121,466,1
925,121,449,1
926,121,300,1
927,121,17,1
928,121,682,1
929,121,662,1
930,121,109,1
931,121,124,1
932,121,36,1
933,121,296,1
934,121,685,1
935,121,186,1
936,121,649,1
937,121,482,1
938,121,51,1
939,121,620,1
940,121,314,1
941,121,262,1
942,121,94,1
943,121,600,1
944,121,282,1
945,121,189,1
946,121,432,1
947,121,689,1
948,121,190,1
949,121,491,1
950,121,355,1
951,121,635,1
952,121,599,1
953,121,407,1
954,121,354,1
955,121,25,1
956,121,337,1
957,121,316,1
958,121,504,1
959,121,53,1
960,121,228,1
961,121,499,1
962,121,444,1
963,121,331,1
964,121,209,1
965,121,656,1
966,121,345,1
967,121,687,1
968,121,441,1
969,121,358,1
970,121,569,1
971,121,276,1
972,121,14,1
973,121,289,1
974,121,574,1
975,121,506,1
976,121,642,1
977,121,540,1
978,121,208,1
979,121,139,1
980,121,211,1
981,121,315,1
982,121,292,1
983,121,394,1
984,121,92,1
985,121,40,1
986,121,21,1
987,121,286,1
988,121,344,1
989,121,546,1
990,121,102,1
991,121,619,1
992,121,333,1
993,121,137,1
994,121,73,1
995,121,674,1
996,121,347,1
997,121,680,1
998,121,474,1
999,121,64,1
1000,121,257,1
1001,121,601,1
1002,121,212,1
1003,121,232,1
1004,121,160,1
1005,121,191,1
1006,121,275,1
1007,121,572,1
1008,121,462,1
1009,121,69,1
1010,121,287,1
1011,121,172,1
1012,121,98,1
1013,121,135,1
1014,121,648,1
1015,121,484,1
1016,121,123,1
1017,121,457,1
1018,121,631,1
1019,121,508,1
1020,121,197,1
1021,121,319,1
1022,121,676,1
1023,121,681,1
1024,121,239,1
1025,121,498,1
1026,121,82,1
1027,121,363,1
1028,121,467,1
1029,121,628,1
1030,121,88,1
1031,121,554,1
1032,121,492,1
1033,121,468,1
1034,121,521,1
1035,121,513,1
1036,121,598,1
1037,121,343,1
1038,121,587,1
1039,121,199,1
1040,121,538,1
1041,121,217,1
1042,121,327,1
1043,121,477,1
1044,121,134,1
1045,121,385,1
1046,121,242,1
1047,121,503,1
1048,121,553,1
1049,121,30,1
1050,121,95,1
1051,121,448,1
1052,121,603,1
1053,121,258,1
1054,121,267,1
1055,121,252,1
1056,121,549,1
1057,121,206,1
1058,121,391,1
1059,121,423,1
1060,121,198,1
1061,121,408,1
1062,121,556,1
1063,121,379,1
1064,121,241,1
1065,121,111,1
1066,121,436,1
1067,121,380,1
1068,121,219,1
1069,121,627,1
1070,121,3,1
1071,121,96,1
1072,121,376,1
1073,121,79,1
1074,121,398,1
1075,121,188,1
1076,121,227,1
1077,121,174,1
1078,121,625,1
1079,121,571,1
1080,121,195,1
1081,121,510,1
1082,121,11,1
1083,121,602,1
1084,121,100,1
1085,121,342,1
1086,121,62,1
1087,121,429,1
1088,121,106,1
1089,121,455,1
1090,121,350,1
1091,121,351,1
1092,121,366,1
1093,121,565,1
1094,121,470,1
1095,121,90,1
1096,121,27,1
1097,121,184,1
1098,121,266,1
1099,121,522,1
1100,121,12,1
1101,121,308,1
1102,121,357,1
1103,121,142,1
1104,121,616,1
1105,121,582,1
1106,121,177,1
1107,121,129,1
1108,121,629,1
1109,121,559,1
1110,121,451,1
1111,121,375,1
1112,121,359,1
1113,121,361,1
1114,165,390,1
1115,165,275,1
1116,165,163,1
1117,165,622,1
1118,165,127,1
1119,165,107,1
1120,165,539,1
1121,165,203,1
1122,165,645,1
1123,165,242,1
1124,165,543,1
1125,165,276,1
1126,165,248,1
1127,165,496,1
1128,165,506,1
1129,165,598,1
1130,165,666,1
1131,165,680,1
1132,165,27,1
1133,165,627,1
1134,165,57,1
1135,165,325,1
1136,165,298,1
1137,165,687,1
1138,165,18,1
1139,165,292,1
1140,165,617,1
1141,165,457,1
1142,165,280,1
1143,165,391,1
1144,165,531,1
1145,165,1,1
1146,165,278,1
1147,165,143,1
1148,165,546,1
1149,165,246,1
1150,165,484,1
1151,165,559,1
1152,165,189,1
1153,165,36,1
1154,165,150,1
1155,165,169,1
1156,165,32,1
1157,165,370,1
1158,165,122,1
1159,165,601,1
1160,165,297,1
1161,165,60,1
1162,165,637,1
1163,165,644,1
1164,165,190,1
1165,165,313,1
1166,165,508,1
1167,165,409,1
1168,165,64,1
1169,165,593,1
1170,165,51,1
1171,165,630,1
1172,165,219,1
1173,165,606,1
1174,165,345,1
1175,165,354,1
1176,165,329,1
1177,165,612,1
1178,165,585,1
1179,165,67,1
1180,165,161,1
1181,165,182,1
1182,165,14,1
1183,165,578,1
1184,165,93,1
1185,165,655,1
1186,165,174,1
1187,165,332,1
1188,165,0,1
1189,165,599,1
1190,165,359,1
1191,165,295,1
1192,165,226,1
1193,165,213,1
1194,165,445,1
1195,165,319,1
1196,165,374,1
1197,165,515,1
1198,165,22,1
1199,165,462,1
1200,165,13,1
1201,165,577,1
1202,165,407,1
1203,165,677,1
1204,165,63,1
1205,165,502,1
1206,165,337,1
1207,165,636,1
1208,165,376,1
1209,165,315,1
1210,165,343,1
1211,165,152,1
1212,165,16,1
1213,165,450,1
1214,165,208,1
1215,165,173,1
1216,165,521,1
1217,165,121,1
1218,165,411,1
1219,165,114,1
1220,165,417,1
1221,165,358,1
1222,165,603,1
1223,165,257,1
1224,165,424,1
1225,165,258,1
1226,165,381,1
1227,165,670,1
1228,165,101,1
1229,165,339,1
1230,165,413,1
1231,165,43,1
1232,165,247,1
1233,165,565,1
1234,165,468,1
1235,165,47,1
1236,165,665,1
1237,165,414,1
1238,165,563,1
1239,165,179,1
1240,165,269,1
1241,165,638,1
1242,165,201,1
1243,165,441,1
1244,165,331,1
1245,165,486,1
1246,165,420,1
1247,165,241,1
1248,165,196,1
1249,165,477,1
1250,165,367,1
1251,165,524,1
1252,165,657,1
1253,165,136,1
1254,165,448,1
1255,165,29,1
1256,165,168,1
1257,165,480,1
1258,165,527,1
1259,165,572,1
1260,165,195,1
1261,165,532,1
1262,165,452,1
1263,165,688,1
1264,165,175,1
1265,165,453,1
1266,165,62,1
1267,165,142,1
1268,165,20,1
1269,165,379,1
1270,165,464,1
1271,165,250,1
1272,165,529,1
1273,165,654,1
1274,165,615,1
1275,165,335,1
1276,165,202,1
1277,165,145,1
1278,165,444,1
1279,189,188,1
1280,189,95,1
1281,189,515,1
1282,189,647,1
1283,189,176,1
1284,189,186,1
1285,189,283,1
1286,189,104,1
1287,189,12,1
1288,189,221,1
1289,189,191,1
1290,189,71,1
1291,189,420,1
1292,189,8,1
1293,189,629,1
1294,189,311,1
1295,189,588,1
1296,189,158,1
1297,189,60,1
1298,189,286,1
1299,189,160,1
1300,189,598,1
1301,189,435,1
1302,189,409,1
1303,189,333,1
1304,189,261,1
1305,189,98,1
1306,189,106,1
1307,189,363,1
1308,189,149,1
1309,189,361,1
1310,189,185,1
1311,189,129,1
1312,189,689,1
1313,189,279,1
1314,189,172,1
1315,189,618,1
1316,189,327,1
1317,189,182,1
1318,189,384,1
1319,189,595,1
1320,189,393,1
1321,189,604,1
1322,189,282,1
1323,189,656,1
1324,189,492,1
1325,189,410,1
1326,189,627,1
1327,189,174,1
1328,189,293,1
1329,189,667,1
1330,189,553,1
1331,189,351,1
1332,189,268,1
1333,189,53,1
1334,189,511,1
1335,189,616,1
1336,189,387,1
1337,189,87,1
1338,189,508,1
1339,189,309,1
1340,189,455,1
1341,189,470,1
1342,189,466,1
1343,189,25,1
1344,189,364,1
1345,189,50,1
1346,189,334,1
1347,189,467,1
1348,189,548,1
1349,189,681,1
1350,189,473,1
1351,189,273,1
1352,189,329,1
1353,189,308,1
1354,189,546,1
1355,189,204,1
1356,189,107,1
1357,189,376,1
1358,189,441,1
1359,189,664,1
1360,189,262,1
1361,189,105,1
1362,189,540,1
1363,189,520,1
1364,189,33,1
1365,189,302,1
1366,189,83,1
1367,189,164,1
1368,189,102,1
1369,189,310,1
1370,189,444,1
1371,189,231,1
1372,189,516,1
1373,189,530,1
1374,189,353,1
1375,189,40,1
1376,189,68,1
1377,189,648,1
1378,189,91,1
1379,189,226,1
1380,189,495,1
1381,189,345,1
1382,189,132,1
1383,189,558,1
1384,189,80,1
1385,189,118,1
1386,189,112,1
1387,189,433,1
1388,189,201,1
1389,189,518,1
1390,189,583,1
1391,189,579,1
1392,189,556,1
1393,189,379,1
1394,189,142,1
1395,189,586,1
1396,189,649,1
1397,189,442,1
1398,189,498,1
1399,189,297,1
1400,189,519,1
1401,189,241,1
1402,189,76,1
1403,189,368,1
1404,189,413,1
1405,189,537,1
1406,189,469,1
1407,189,418,1
1408,189,48,1
1409,189,477,1
1410,189,326,1
1411,189,574,1
1412,189,375,1
1413,189,561,1
1414,189,346,1
1415,189,245,1
1416,189,316,1
1417,189,642,1
1418,189,661,1
1419,189,621,1
1420,189,39,1
1421,189,479,1
1422,189,578,1
1423,189,299,1
1424,189,139,1
1425,189,210,1
1426,189,332,1
1427,189,45,1
1428,189,130,1
1429,189,212,1
1430,189,28,1
1431,189,165,1
1432,189,451,1
1433,270,606,1
1434,270,38,1
1435,270,137,1
1436,270,287,1
1437,270,117,1
1438,270,499,1
1439,270,172,1
1440,270,471,1
1441,270,597,1
1442,270,67,1
1443,270,601,1
1444,270,109,1
1445,270,151,1
1446,270,553,1
1447,270,103,1
1448,270,230,1
1449,270,604,1
1450,270,12,1
1451,270,613,1
1452,270,233,1
1453,270,602,1
1454,270,388,1
1455,270,484,1
1456,270,337,1
1457,270,318,1
1458,270,531,1
1459,270,688,1
1460,270,522,1
1461,270,300,1
1462,270,183,1
1463,270,268,1
1464,270,255,1
1465,270,301,1
1466,270,391,1
1467,270,540,1
1468,270,512,1
1469,270,491,1
1470,270,36,1
1471,270,194,1
1472,270,168,1
1473,270,556,1
1474,270,355,1
1475,270,118,1
1476,270,124,1
1477,270,19,1
1478,270,360,1
1479,270,380,1
1480,270,470,1
1481,270,224,1
1482,270,489,1
1483,270,663,1
1484,270,162,1
1485,270,667,1
1486,270,2,1
1487,270,495,1
1488,270,331,1
1489,270,588,1
1490,270,276,1
1491,270,42,1
1492,270,184,1
1493,270,56,1
1494,270,119,1
1495,270,11,1
1496,270,126,1
1497,270,26,1
1498,270,84,1
1499,270,201,1
1500,270,91,1
1501,270,417,1
1502,270,93,1
1503,270,472,1
1504,270,474,1
1505,270,87,1
1506,270,140,1
1507,270,405,1
1508,270,128,1
1509,270,433,1
1510,270,88,1
1511,270,297,1
1512,270,222,1
1513,270,40,1
1514,270,240,1
1515,270,314,1
1516,270,594,1
1517,270,656,1
1518,270,32,1
1519,270,527,1
1520,270,473,1
1521,270,281,1
1522,270,39,1
1523,270,406,1
1524,270,549,1
1525,270,79,1
1526,270,520,1
1527,270,534,1
1528,270,648,1
1529,270,73,1
1530,270,221,1
1531,270,70,1
1532,270,269,1
1533,270,149,1
1534,270,58,1
1535,270,200,1
1536,270,341,1
1537,270,444,1
1538,270,649,1
1539,270,52,1
1540,270,370,1
1541,270,96,1
1542,270,576,1
1543,270,293,1
1544,270,333,1
1545,270,551,1
1546,270,651,1
1547,270,202,1
1548,270,186,1
1549,270,458,1
1550,270,603,1
1551,270,64,1
1552,270,14,1
1553,270,482,1
1554,270,92,1
1555,270,288,1
1556,270,211,1
1557,270,691,1
1558,270,375,1
1559,270,104,1
1560,270,654,1
1561,270,403,1
1562,270,241,1
1563,270,320,1
1564,270,232,1
1565,270,142,1
1566,270,231,1
1567,270,354,1
1568,270,347,1
1569,270,669,1
1570,270,617,1
1571,270,344,1
1572,270,634,1
1573,270,173,1
1574,270,622,1
1575,270,47,1
1576,270,374,1
1577,270,686,1
1578,270,638,1
1579,270,445,1
1580,270,644,1
1581,270,157,1
1582,270,384,1
1583,270,361,1
1584,270,100,1
1585,270,453,1
1586,270,646,1
1587,270,307,1
1588,270,442,1
1589,270,197,1
1590,270,125,1
1591,270,600,1
1592,270,176,1
1593,270,20,1
1594,270,171,1
1595,270,321,1
1596,270,589,1
1597,270,251,1
1598,270,322,1
1599,270,650,1
1600,270,541,1
1601,270,218,1
1602,270,558,1
1603,270,611,1
1604,270,677,1
1605,270,214,1
1606,270,593,1
1607,270,242,1
1608,270,432,1
1609,270,569,1
1610,270,28,1
1611,270,136,1
1612,270,17,1
1613,270,420,1
1614,270,614,1
1615,270,459,1
1616,270,219,1
1617,270,308,1
1618,270,437,1
1619,270,635,1
1620,270,123,1
1621,270,466,1
1622,270,610,1
1623,270,246,1
1624,270,393,1
1625,270,102,1
1626,270,661,1
1627,270,578,1
1628,270,636,1
1629,270,631,1
1630,270,334,1
1631,270,60,1
1632,270,687,1
1633,270,584,1
1634,270,316,1
1635,270,674,1
1636,270,609,1
1637,270,464,1
1638,270,50,1
1639,270,615,1
1640,270,468,1
1641,270,329,1
1642,270,310,1
1643,270,392,1
1644,270,196,1
1645,270,51,1
1646,270,460,1
1647,270,561,1
1648,270,537,1
1649,270,451,1
1650,270,275,1
1651,270,299,1
1652,270,68,1
1653,270,581,1
1654,270,358,1
1655,270,545,1
1656,270,250,1
1657,270,30,1
1658,270,213,1
1659,270,448,1
1660,270,257,1
1661,270,89,1
1662,270,462,1
1663,270,647,1
